Song_title,Artist,genre,release_date,topic,len,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
me and jesus (extra special bonus track),brad paisley,country,2014.0,violence,97.0,6a0zu7tOqPUHQfoP7YJ9nS,0.794,0.254,1.0,-16.76,1.0,0.0469,0.19,0.65,0.0781,0.16,131.737,audio_features,4M0u1UX3jKB7MNoTU6nZwg,spotify:track:4M0u1UX3jKB7MNoTU6nZwg,https://api.spotify.com/v1/tracks/4M0u1UX3jKB7MNoTU6nZwg,https://api.spotify.com/v1/audio-analysis/4M0u1UX3jKB7MNoTU6nZwg,224307.0,4.0
high tide or low tide,bob marley & the wailers,reggae,1973.0,night/time,49.0,2P7dqEsGAvdVBCWeycm0vI,0.533,0.677,7.0,-6.675,0.0,0.0385,0.00119,0.00019,0.258,0.673,119.888,audio_features,5p93xQCbw0ZZxCML17PErR,spotify:track:5p93xQCbw0ZZxCML17PErR,https://api.spotify.com/v1/tracks/5p93xQCbw0ZZxCML17PErR,https://api.spotify.com/v1/audio-analysis/5p93xQCbw0ZZxCML17PErR,244747.0,4.0
butt ugly slut,roger alan wade,country,2005.0,violence,130.0,5rtGkBfghA7kPeg8o1PKw3,0.753,0.673,11.0,-6.883,0.0,0.256,0.03,0.0,0.302,0.615,100.046,audio_features,1BQ7NbAotfutwilc1ErwYz,spotify:track:1BQ7NbAotfutwilc1ErwYz,https://api.spotify.com/v1/tracks/1BQ7NbAotfutwilc1ErwYz,https://api.spotify.com/v1/audio-analysis/1BQ7NbAotfutwilc1ErwYz,166640.0,4.0
no easy way down,dusty springfield,pop,1969.0,sadness,41.0,6CAkmqFlO5S3o0QDUuzcYr,0.519,0.228,0.0,-12.795,1.0,0.0539,0.693,0.0,0.136,0.345,111.39,audio_features,3w3EjnBINTADx3JHF3aiiy,spotify:track:3w3EjnBINTADx3JHF3aiiy,https://api.spotify.com/v1/tracks/3w3EjnBINTADx3JHF3aiiy,https://api.spotify.com/v1/audio-analysis/3w3EjnBINTADx3JHF3aiiy,166840.0,4.0
black is the color of my true love's hair,nina simone,blues,1959.0,violence,41.0,33WjZmABjWk4zrerZiFLJ7,0.538,0.929,10.0,-2.4,1.0,0.335,0.259,0.0,0.0502,0.503,130.037,audio_features,1g4ziqH1kWahITvZg8ppUO,spotify:track:1g4ziqH1kWahITvZg8ppUO,https://api.spotify.com/v1/tracks/1g4ziqH1kWahITvZg8ppUO,https://api.spotify.com/v1/audio-analysis/1g4ziqH1kWahITvZg8ppUO,205714.0,5.0
beetlebum,blur,pop,1997.0,sadness,43.0,4OHVCeQYPncEwZOtNAJZZx,0.512,0.455,7.0,-4.551,1.0,0.0249,0.263,5.45e-06,0.157,0.135,106.006,audio_features,60voQIiwEp0n6H7Qhu6AwH,spotify:track:60voQIiwEp0n6H7Qhu6AwH,https://api.spotify.com/v1/tracks/60voQIiwEp0n6H7Qhu6AwH,https://api.spotify.com/v1/audio-analysis/60voQIiwEp0n6H7Qhu6AwH,294533.0,4.0
honest opinion,alpha & omega,reggae,1988.0,obscene,171.0,4M0u1UX3jKB7MNoTU6nZwg,0.492,0.681,5.0,-11.005,0.0,0.078,0.715,0.0621,0.0917,0.822,127.428,audio_features,1niBlhuYWv5D52E1z8PrmI,spotify:track:1niBlhuYWv5D52E1z8PrmI,https://api.spotify.com/v1/tracks/1niBlhuYWv5D52E1z8PrmI,https://api.spotify.com/v1/audio-analysis/1niBlhuYWv5D52E1z8PrmI,633827.0,4.0
till the walls come tumblin' down,the j. geils band,pop,1980.0,violence,57.0,5p93xQCbw0ZZxCML17PErR,0.302,0.275,5.0,-12.81,1.0,0.0317,0.799,6.52e-06,0.172,0.328,134.698,audio_features,71vyz1pfzmj1MQvJYOsPlb,spotify:track:71vyz1pfzmj1MQvJYOsPlb,https://api.spotify.com/v1/tracks/71vyz1pfzmj1MQvJYOsPlb,https://api.spotify.com/v1/audio-analysis/71vyz1pfzmj1MQvJYOsPlb,398693.0,4.0
my favorite ladies,mf doom,hip hop,2016.0,obscene,61.0,1BQ7NbAotfutwilc1ErwYz,0.432,0.82,4.0,-5.918,0.0,0.0404,0.102,0.0,0.322,0.707,176.844,audio_features,4SHDceuWcvcq8eAze9zfQV,spotify:track:4SHDceuWcvcq8eAze9zfQV,https://api.spotify.com/v1/tracks/4SHDceuWcvcq8eAze9zfQV,https://api.spotify.com/v1/audio-analysis/4SHDceuWcvcq8eAze9zfQV,166280.0,4.0
the song is ended (but the melody lingers on),nat king cole,jazz,1957.0,music,48.0,3w3EjnBINTADx3JHF3aiiy,0.55,0.674,7.0,-6.87,0.0,0.0344,0.499,0.0,0.0933,0.88,173.9,audio_features,4gZqRlaWMKcjUFh1Uss8fI,spotify:track:4gZqRlaWMKcjUFh1Uss8fI,https://api.spotify.com/v1/tracks/4gZqRlaWMKcjUFh1Uss8fI,https://api.spotify.com/v1/audio-analysis/4gZqRlaWMKcjUFh1Uss8fI,164547.0,4.0
champ,govana,reggae,2018.0,world/life,135.0,1g4ziqH1kWahITvZg8ppUO,0.279,0.191,9.0,-12.673,1.0,0.0324,0.852,7.64e-05,0.124,0.156,162.027,audio_features,0Fpzme3KEtRUYBz3EXbKml,spotify:track:0Fpzme3KEtRUYBz3EXbKml,https://api.spotify.com/v1/tracks/0Fpzme3KEtRUYBz3EXbKml,https://api.spotify.com/v1/audio-analysis/0Fpzme3KEtRUYBz3EXbKml,225707.0,4.0
redeemer,nicole c. mullen,rock,2000.0,world/life,107.0,60voQIiwEp0n6H7Qhu6AwH,0.146,0.463,9.0,-6.834,1.0,0.0324,0.718,0.000205,0.171,0.15,80.736,audio_features,5WTBrgJphk7N7MLcEmIANz,spotify:track:5WTBrgJphk7N7MLcEmIANz,https://api.spotify.com/v1/tracks/5WTBrgJphk7N7MLcEmIANz,https://api.spotify.com/v1/audio-analysis/5WTBrgJphk7N7MLcEmIANz,194640.0,3.0
roll call,hank mobley,jazz,1960.0,obscene,167.0,1niBlhuYWv5D52E1z8PrmI,0.33,0.277,7.0,-12.729,1.0,0.0345,0.931,0.000372,0.0879,0.233,84.105,audio_features,1fIeb00T7SCnsDMDvO5aIU,spotify:track:1fIeb00T7SCnsDMDvO5aIU,https://api.spotify.com/v1/tracks/1fIeb00T7SCnsDMDvO5aIU,https://api.spotify.com/v1/audio-analysis/1fIeb00T7SCnsDMDvO5aIU,156773.0,3.0
tom traubert's blues (four sheets to the wind in copenhagen),tom waits,rock,1976.0,violence,108.0,71vyz1pfzmj1MQvJYOsPlb,0.553,0.979,11.0,-3.567,0.0,0.0864,0.00572,0.000433,0.162,0.55,82.491,audio_features,1dohIM3mw8wUL3YoYtlpJY,spotify:track:1dohIM3mw8wUL3YoYtlpJY,https://api.spotify.com/v1/tracks/1dohIM3mw8wUL3YoYtlpJY,https://api.spotify.com/v1/audio-analysis/1dohIM3mw8wUL3YoYtlpJY,184160.0,4.0
dallas days and fort worth nights,chris ledoux,country,1999.0,world/life,111.0,4SHDceuWcvcq8eAze9zfQV,0.599,0.577,4.0,-15.979,1.0,0.0515,0.17,3.25e-06,0.193,0.616,133.443,audio_features,1NT5IEwmAcJARJWLWgSZXn,spotify:track:1NT5IEwmAcJARJWLWgSZXn,https://api.spotify.com/v1/tracks/1NT5IEwmAcJARJWLWgSZXn,https://api.spotify.com/v1/audio-analysis/1NT5IEwmAcJARJWLWgSZXn,220827.0,4.0
early in the morning,vanity fare,pop,1970.0,feelings,79.0,4gZqRlaWMKcjUFh1Uss8fI,0.53,0.173,8.0,-14.389,1.0,0.0348,0.745,0.0,0.145,0.684,139.816,audio_features,78MAFESapdJfHRXMzXfWjy,spotify:track:78MAFESapdJfHRXMzXfWjy,https://api.spotify.com/v1/tracks/78MAFESapdJfHRXMzXfWjy,https://api.spotify.com/v1/audio-analysis/78MAFESapdJfHRXMzXfWjy,163427.0,4.0
speak your heart,lizz wright,jazz,2008.0,sadness,54.0,0Fpzme3KEtRUYBz3EXbKml,0.654,0.428,3.0,-7.791,1.0,0.0435,0.936,3.82e-05,0.176,0.945,119.925,audio_features,2mBI035RCSAHuxrdPK3PFi,spotify:track:2mBI035RCSAHuxrdPK3PFi,https://api.spotify.com/v1/tracks/2mBI035RCSAHuxrdPK3PFi,https://api.spotify.com/v1/audio-analysis/2mBI035RCSAHuxrdPK3PFi,122027.0,4.0
hangover heart,hank thompson,country,1966.0,sadness,54.0,4UtDrwAkSbrZgAUQSWKcti,0.415,0.903,0.0,-7.021,1.0,0.0438,0.000768,0.16,0.38,0.847,165.822,audio_features,5WR8MntC0zFs2jprgXXoD4,spotify:track:5WR8MntC0zFs2jprgXXoD4,https://api.spotify.com/v1/tracks/5WR8MntC0zFs2jprgXXoD4,https://api.spotify.com/v1/audio-analysis/5WR8MntC0zFs2jprgXXoD4,197440.0,4.0
smile,neil sedaka,pop,1960.0,sadness,35.0,5WTBrgJphk7N7MLcEmIANz,0.398,0.828,8.0,-8.511,1.0,0.057,0.0002,0.742,0.0984,0.463,109.308,audio_features,4lZjHEJXzKCCTVPtgYcypv,spotify:track:4lZjHEJXzKCCTVPtgYcypv,https://api.spotify.com/v1/tracks/4lZjHEJXzKCCTVPtgYcypv,https://api.spotify.com/v1/audio-analysis/4lZjHEJXzKCCTVPtgYcypv,212600.0,4.0
a legend in my time,johnny cash,country,2006.0,world/life,27.0,1fIeb00T7SCnsDMDvO5aIU,0.491,0.643,8.0,-8.043,1.0,0.0823,0.00206,0.868,0.138,0.785,185.319,audio_features,0GUH8i0exq2zaPWK4uEbg9,spotify:track:0GUH8i0exq2zaPWK4uEbg9,https://api.spotify.com/v1/tracks/0GUH8i0exq2zaPWK4uEbg9,https://api.spotify.com/v1/audio-analysis/0GUH8i0exq2zaPWK4uEbg9,201400.0,4.0
uptight,green day,pop,1997.0,night/time,61.0,1dohIM3mw8wUL3YoYtlpJY,0.745,0.502,4.0,-14.925,0.0,0.0647,0.00174,0.162,0.0786,0.744,95.23,audio_features,6zXIh2UYtB5b05QweNU9vO,spotify:track:6zXIh2UYtB5b05QweNU9vO,https://api.spotify.com/v1/tracks/6zXIh2UYtB5b05QweNU9vO,https://api.spotify.com/v1/audio-analysis/6zXIh2UYtB5b05QweNU9vO,280827.0,4.0
mexican blood,thin lizzy,blues,1981.0,violence,107.0,1NT5IEwmAcJARJWLWgSZXn,0.322,0.777,9.0,-6.502,1.0,0.0555,0.0392,0.201,0.111,0.208,105.127,audio_features,3pPe5vc5aYV2cdUt11H54h,spotify:track:3pPe5vc5aYV2cdUt11H54h,https://api.spotify.com/v1/tracks/3pPe5vc5aYV2cdUt11H54h,https://api.spotify.com/v1/audio-analysis/3pPe5vc5aYV2cdUt11H54h,505733.0,4.0
"love me, my love",dean martin,jazz,1960.0,romantic,28.0,78MAFESapdJfHRXMzXfWjy,0.527,0.505,2.0,-9.3,1.0,0.0256,0.0749,4.25e-06,0.283,0.443,133.566,audio_features,3OHdhLUobIIKskQHLJAaqe,spotify:track:3OHdhLUobIIKskQHLJAaqe,https://api.spotify.com/v1/tracks/3OHdhLUobIIKskQHLJAaqe,https://api.spotify.com/v1/audio-analysis/3OHdhLUobIIKskQHLJAaqe,276520.0,4.0
eleanor,louis prima,blues,1951.0,sadness,51.0,2mBI035RCSAHuxrdPK3PFi,0.284,0.253,0.0,-14.6,1.0,0.0347,0.712,0.353,0.69,0.292,81.575,audio_features,2VGkf2IJXOSWouDhatlH3i,spotify:track:2VGkf2IJXOSWouDhatlH3i,https://api.spotify.com/v1/tracks/2VGkf2IJXOSWouDhatlH3i,https://api.spotify.com/v1/audio-analysis/2VGkf2IJXOSWouDhatlH3i,241881.0,4.0
the hot pearl snatch,the cramps,blues,1986.0,obscene,52.0,5WR8MntC0zFs2jprgXXoD4,0.568,0.678,2.0,-11.907,1.0,0.0293,0.0244,0.000586,0.427,0.96,146.673,audio_features,36Xf9sOj6JQnyBxKOQdAaF,spotify:track:36Xf9sOj6JQnyBxKOQdAaF,https://api.spotify.com/v1/tracks/36Xf9sOj6JQnyBxKOQdAaF,https://api.spotify.com/v1/audio-analysis/36Xf9sOj6JQnyBxKOQdAaF,218013.0,4.0
c,thee oh sees,blues,2018.0,violence,47.0,4lZjHEJXzKCCTVPtgYcypv,0.776,0.968,4.0,-4.25,0.0,0.0914,0.00147,0.0,0.204,0.668,97.74,audio_features,4olPjhmLorTREwFO8YvHDk,spotify:track:4olPjhmLorTREwFO8YvHDk,https://api.spotify.com/v1/tracks/4olPjhmLorTREwFO8YvHDk,https://api.spotify.com/v1/audio-analysis/4olPjhmLorTREwFO8YvHDk,250173.0,4.0
disconnected,rjd2,jazz,2006.0,obscene,190.0,0GUH8i0exq2zaPWK4uEbg9,0.369,0.962,9.0,-4.158,1.0,0.09,3.75e-06,0.0,0.371,0.872,75.95,audio_features,06EnrkMo8s615M1rq9R0Nq,spotify:track:06EnrkMo8s615M1rq9R0Nq,https://api.spotify.com/v1/tracks/06EnrkMo8s615M1rq9R0Nq,https://api.spotify.com/v1/audio-analysis/06EnrkMo8s615M1rq9R0Nq,130000.0,4.0
promises,macka b,reggae,1993.0,obscene,190.0,6zXIh2UYtB5b05QweNU9vO,0.563,0.421,7.0,-12.567,1.0,0.0311,0.822,2.28e-05,0.122,0.463,139.374,audio_features,3T8Ye4NB0MQhcEcxzMdAuH,spotify:track:3T8Ye4NB0MQhcEcxzMdAuH,https://api.spotify.com/v1/tracks/3T8Ye4NB0MQhcEcxzMdAuH,https://api.spotify.com/v1/audio-analysis/3T8Ye4NB0MQhcEcxzMdAuH,318947.0,4.0
magnum opus: father padilla meets the perfect gnat / howling at the moon / man overboard / industry on parade / release the beavers / gnat attack,kansas,pop,1976.0,world/life,29.0,3pPe5vc5aYV2cdUt11H54h,0.795,0.762,2.0,-6.972,1.0,0.261,0.0142,9.75e-06,0.064,0.722,94.223,audio_features,5hYr8yRbQLFE20oS7Mi3T2,spotify:track:5hYr8yRbQLFE20oS7Mi3T2,https://api.spotify.com/v1/tracks/5hYr8yRbQLFE20oS7Mi3T2,https://api.spotify.com/v1/audio-analysis/5hYr8yRbQLFE20oS7Mi3T2,276867.0,4.0
seattle party,chastity belt,pop,2013.0,night/time,41.0,3OHdhLUobIIKskQHLJAaqe,0.577,0.341,8.0,-17.242,0.0,0.0354,0.136,0.00185,0.0909,0.545,117.162,audio_features,4krdEDkfjBcyCxhi01r0Y6,spotify:track:4krdEDkfjBcyCxhi01r0Y6,https://api.spotify.com/v1/tracks/4krdEDkfjBcyCxhi01r0Y6,https://api.spotify.com/v1/audio-analysis/4krdEDkfjBcyCxhi01r0Y6,180533.0,4.0
my way,elvis presley,rock,1973.0,world/life,52.0,2VGkf2IJXOSWouDhatlH3i,0.288,0.357,2.0,-19.985,1.0,0.0746,0.192,0.0,0.943,0.191,86.292,audio_features,0FurVQ0EokPigbJnjAJqX8,spotify:track:0FurVQ0EokPigbJnjAJqX8,https://api.spotify.com/v1/tracks/0FurVQ0EokPigbJnjAJqX8,https://api.spotify.com/v1/audio-analysis/0FurVQ0EokPigbJnjAJqX8,114293.0,4.0
when you touch me,the guess who,country,1968.0,violence,72.0,36Xf9sOj6JQnyBxKOQdAaF,0.253,0.72,3.0,-6.969,0.0,0.0451,0.145,0.000366,0.0713,0.354,174.345,audio_features,6joOV9D7y7TzWQprwrInUh,spotify:track:6joOV9D7y7TzWQprwrInUh,https://api.spotify.com/v1/tracks/6joOV9D7y7TzWQprwrInUh,https://api.spotify.com/v1/audio-analysis/6joOV9D7y7TzWQprwrInUh,376040.0,4.0
o.p.p. (re-recorded),naughty by nature,hip hop,2013.0,obscene,59.0,4olPjhmLorTREwFO8YvHDk,0.737,0.817,3.0,-6.766,1.0,0.0367,0.0812,0.0,0.0282,0.963,137.25,audio_features,5L3Xsu9mgIhcTn86T5Nui0,spotify:track:5L3Xsu9mgIhcTn86T5Nui0,https://api.spotify.com/v1/tracks/5L3Xsu9mgIhcTn86T5Nui0,https://api.spotify.com/v1/audio-analysis/5L3Xsu9mgIhcTn86T5Nui0,210373.0,4.0
selling out,ballyhoo!,reggae,2018.0,obscene,89.0,06EnrkMo8s615M1rq9R0Nq,0.677,0.533,7.0,-11.864,0.0,0.0256,0.156,5.6e-05,0.0619,0.725,88.702,audio_features,0YkPyp7yX0O4fsg8ssBfpL,spotify:track:0YkPyp7yX0O4fsg8ssBfpL,https://api.spotify.com/v1/tracks/0YkPyp7yX0O4fsg8ssBfpL,https://api.spotify.com/v1/audio-analysis/0YkPyp7yX0O4fsg8ssBfpL,223867.0,4.0
mandolin rain,bruce hornsby,pop,1986.0,music,142.0,3T8Ye4NB0MQhcEcxzMdAuH,0.534,0.39,5.0,-10.49,1.0,0.027,0.637,0.000759,0.0961,0.213,142.878,audio_features,6dKntZwVJx0QLX6IM19gC7,spotify:track:6dKntZwVJx0QLX6IM19gC7,https://api.spotify.com/v1/tracks/6dKntZwVJx0QLX6IM19gC7,https://api.spotify.com/v1/audio-analysis/6dKntZwVJx0QLX6IM19gC7,290107.0,4.0
(rock) superstar,cypress hill,rock,2000.0,obscene,106.0,5hYr8yRbQLFE20oS7Mi3T2,0.64,0.765,6.0,-8.629,0.0,0.0302,0.142,0.000884,0.129,0.829,82.954,audio_features,7Cw9qRzAA9RMH4DxMkg6pr,spotify:track:7Cw9qRzAA9RMH4DxMkg6pr,https://api.spotify.com/v1/tracks/7Cw9qRzAA9RMH4DxMkg6pr,https://api.spotify.com/v1/audio-analysis/7Cw9qRzAA9RMH4DxMkg6pr,242733.0,4.0
ready for the taking,robin trower,blues,1980.0,sadness,115.0,4krdEDkfjBcyCxhi01r0Y6,0.626,0.459,2.0,-9.85,0.0,0.0321,0.476,0.821,0.0665,0.62,148.046,audio_features,1XXC4wrqwiNQZTrGvnbACG,spotify:track:1XXC4wrqwiNQZTrGvnbACG,https://api.spotify.com/v1/tracks/1XXC4wrqwiNQZTrGvnbACG,https://api.spotify.com/v1/audio-analysis/1XXC4wrqwiNQZTrGvnbACG,234373.0,4.0
join the band,little feat,country,1978.0,music,34.0,0FurVQ0EokPigbJnjAJqX8,0.605,0.712,2.0,-12.866,0.0,0.0581,0.0589,0.0,0.724,0.429,110.885,audio_features,35ynRVAgEtlqr82u5Mvlct,spotify:track:35ynRVAgEtlqr82u5Mvlct,https://api.spotify.com/v1/tracks/35ynRVAgEtlqr82u5Mvlct,https://api.spotify.com/v1/audio-analysis/35ynRVAgEtlqr82u5Mvlct,325813.0,4.0
diary of a madman,ozzy osbourne,rock,1981.0,violence,56.0,6joOV9D7y7TzWQprwrInUh,0.54,0.00936,9.0,-22.794,1.0,0.0362,0.995,0.817,0.0989,0.155,64.844,audio_features,4ZRCedGgRihP3QkJuqDMOW,spotify:track:4ZRCedGgRihP3QkJuqDMOW,https://api.spotify.com/v1/tracks/4ZRCedGgRihP3QkJuqDMOW,https://api.spotify.com/v1/audio-analysis/4ZRCedGgRihP3QkJuqDMOW,140385.0,3.0
mystery babylon,peter tosh,reggae,1976.0,music,68.0,5L3Xsu9mgIhcTn86T5Nui0,0.701,0.479,5.0,-13.483,1.0,0.0534,0.171,0.000104,0.194,0.496,95.566,audio_features,7JOyyggmgb5b3PjjUDNqYK,spotify:track:7JOyyggmgb5b3PjjUDNqYK,https://api.spotify.com/v1/tracks/7JOyyggmgb5b3PjjUDNqYK,https://api.spotify.com/v1/audio-analysis/7JOyyggmgb5b3PjjUDNqYK,195333.0,4.0
shot from the saddle,delbert mcclinton,blues,1999.0,violence,56.0,0YkPyp7yX0O4fsg8ssBfpL,0.301,0.93,3.0,-8.147,1.0,0.0552,0.000195,0.149,0.0864,0.282,99.363,audio_features,0Auq7v8eMbFXMi6ZaMCb09,spotify:track:0Auq7v8eMbFXMi6ZaMCb09,https://api.spotify.com/v1/tracks/0Auq7v8eMbFXMi6ZaMCb09,https://api.spotify.com/v1/audio-analysis/0Auq7v8eMbFXMi6ZaMCb09,296040.0,4.0
waste,phish,pop,1996.0,night/time,83.0,6dKntZwVJx0QLX6IM19gC7,0.629,0.357,2.0,-13.783,1.0,0.0468,0.515,0.892,0.0906,0.656,170.863,audio_features,5IfZsdLhf0g3q1LHOLWMKt,spotify:track:5IfZsdLhf0g3q1LHOLWMKt,https://api.spotify.com/v1/tracks/5IfZsdLhf0g3q1LHOLWMKt,https://api.spotify.com/v1/audio-analysis/5IfZsdLhf0g3q1LHOLWMKt,190960.0,4.0
busted,charley pride,country,1966.0,obscene,53.0,48G6ACO6Awe7oZwvOKPVFC,0.671,0.314,10.0,-12.132,0.0,0.285,0.629,0.0,0.0972,0.742,138.569,audio_features,1705rRR3YgJWDNktkXE1qW,spotify:track:1705rRR3YgJWDNktkXE1qW,https://api.spotify.com/v1/tracks/1705rRR3YgJWDNktkXE1qW,https://api.spotify.com/v1/audio-analysis/1705rRR3YgJWDNktkXE1qW,142707.0,4.0
what you won't do for love,phyllis hyman,jazz,1986.0,world/life,28.0,7Cw9qRzAA9RMH4DxMkg6pr,0.242,0.653,0.0,-6.012,1.0,0.0332,0.151,0.0,0.539,0.373,78.733,audio_features,2khc6kEG4eBvYN1GvR6R97,spotify:track:2khc6kEG4eBvYN1GvR6R97,https://api.spotify.com/v1/tracks/2khc6kEG4eBvYN1GvR6R97,https://api.spotify.com/v1/audio-analysis/2khc6kEG4eBvYN1GvR6R97,132400.0,4.0
come with me,rick braun,jazz,2019.0,obscene,97.0,1XXC4wrqwiNQZTrGvnbACG,0.588,0.567,4.0,-3.738,0.0,0.0628,0.221,0.0,0.135,0.113,150.009,audio_features,1xYpVRspgaLxdJLOTQkTjg,spotify:track:1xYpVRspgaLxdJLOTQkTjg,https://api.spotify.com/v1/tracks/1xYpVRspgaLxdJLOTQkTjg,https://api.spotify.com/v1/audio-analysis/1xYpVRspgaLxdJLOTQkTjg,338438.0,4.0
smokin',slave,jazz,1981.0,obscene,107.0,35ynRVAgEtlqr82u5Mvlct,0.627,0.924,11.0,-6.873,0.0,0.0594,0.00013,0.277,0.561,0.8,100.065,audio_features,6j6NF0hzixG0yHdWM0OEZg,spotify:track:6j6NF0hzixG0yHdWM0OEZg,https://api.spotify.com/v1/tracks/6j6NF0hzixG0yHdWM0OEZg,https://api.spotify.com/v1/audio-analysis/6j6NF0hzixG0yHdWM0OEZg,288313.0,4.0
dream,love,pop,1969.0,romantic,108.0,4ZRCedGgRihP3QkJuqDMOW,0.518,0.38,4.0,-12.328,1.0,0.0323,0.714,7.37e-05,0.131,0.524,97.221,audio_features,3t9m9ddMxd3ff1Z9TLbGNA,spotify:track:3t9m9ddMxd3ff1Z9TLbGNA,https://api.spotify.com/v1/tracks/3t9m9ddMxd3ff1Z9TLbGNA,https://api.spotify.com/v1/audio-analysis/3t9m9ddMxd3ff1Z9TLbGNA,127160.0,4.0
steer me right,the neville brothers,blues,1990.0,night/time,58.0,7JOyyggmgb5b3PjjUDNqYK,0.712,0.486,2.0,-6.973,1.0,0.0724,0.267,0.0054,0.0579,0.73,83.167,audio_features,0gsFtv4YvS6DQieNmc9Rc3,spotify:track:0gsFtv4YvS6DQieNmc9Rc3,https://api.spotify.com/v1/tracks/0gsFtv4YvS6DQieNmc9Rc3,https://api.spotify.com/v1/audio-analysis/0gsFtv4YvS6DQieNmc9Rc3,208293.0,4.0
kill again,slayer,rock,1985.0,violence,72.0,0Auq7v8eMbFXMi6ZaMCb09,0.61,0.773,8.0,-7.027,1.0,0.14,0.000743,0.0,0.133,0.911,104.86,audio_features,2Pm0K7SlmyQWfj4A7qFWc0,spotify:track:2Pm0K7SlmyQWfj4A7qFWc0,https://api.spotify.com/v1/tracks/2Pm0K7SlmyQWfj4A7qFWc0,https://api.spotify.com/v1/audio-analysis/2Pm0K7SlmyQWfj4A7qFWc0,205240.0,4.0
stax jam,galactic,blues,1996.0,obscene,76.0,5IfZsdLhf0g3q1LHOLWMKt,0.643,0.477,8.0,-5.621,1.0,0.029,0.367,0.00846,0.109,0.484,83.024,audio_features,3c95UZIEy9cPgLBK4yKx78,spotify:track:3c95UZIEy9cPgLBK4yKx78,https://api.spotify.com/v1/tracks/3c95UZIEy9cPgLBK4yKx78,https://api.spotify.com/v1/audio-analysis/3c95UZIEy9cPgLBK4yKx78,210373.0,4.0
catch my drift,leroyce,jazz,2017.0,obscene,151.0,1pOw0A9OZ8VqQyuhGGBf3h,0.644,0.783,9.0,-6.203,0.0,0.0363,0.00509,0.00588,0.125,0.738,115.842,audio_features,33BrbTNaKetenya8gALcvK,spotify:track:33BrbTNaKetenya8gALcvK,https://api.spotify.com/v1/tracks/33BrbTNaKetenya8gALcvK,https://api.spotify.com/v1/audio-analysis/33BrbTNaKetenya8gALcvK,290960.0,4.0
just you just me,ella fitzgerald,blues,1958.0,romantic,43.0,1705rRR3YgJWDNktkXE1qW,0.507,0.686,4.0,-4.074,1.0,0.102,0.226,0.0,0.387,0.618,93.615,audio_features,4w4RaMGPl2qnjSdPlp1KAE,spotify:track:4w4RaMGPl2qnjSdPlp1KAE,https://api.spotify.com/v1/tracks/4w4RaMGPl2qnjSdPlp1KAE,https://api.spotify.com/v1/audio-analysis/4w4RaMGPl2qnjSdPlp1KAE,198680.0,4.0
fucker,the brian jonestown massacre,blues,1996.0,obscene,29.0,2khc6kEG4eBvYN1GvR6R97,0.562,0.525,5.0,-10.914,1.0,0.137,0.613,0.243,0.114,0.609,119.186,audio_features,5azJ5CcX8EnNCRFog5G24Z,spotify:track:5azJ5CcX8EnNCRFog5G24Z,https://api.spotify.com/v1/tracks/5azJ5CcX8EnNCRFog5G24Z,https://api.spotify.com/v1/audio-analysis/5azJ5CcX8EnNCRFog5G24Z,239187.0,4.0
stop trying to be god,travis scott,pop,2018.0,obscene,178.0,1xYpVRspgaLxdJLOTQkTjg,0.365,0.747,0.0,-9.646,1.0,0.0506,0.0308,0.0133,0.612,0.686,138.016,audio_features,22HvxbTL45rqDZPNuMRkqg,spotify:track:22HvxbTL45rqDZPNuMRkqg,https://api.spotify.com/v1/tracks/22HvxbTL45rqDZPNuMRkqg,https://api.spotify.com/v1/audio-analysis/22HvxbTL45rqDZPNuMRkqg,167373.0,4.0
funnybones & lazylegs,xploding plastix,jazz,2002.0,obscene,23.0,6j6NF0hzixG0yHdWM0OEZg,0.607,0.502,6.0,-11.133,0.0,0.0344,0.164,7.68e-06,0.116,0.508,127.482,audio_features,19wyEOwk4PTvfhBxSoZ34a,spotify:track:19wyEOwk4PTvfhBxSoZ34a,https://api.spotify.com/v1/tracks/19wyEOwk4PTvfhBxSoZ34a,https://api.spotify.com/v1/audio-analysis/19wyEOwk4PTvfhBxSoZ34a,189413.0,4.0
loving you beats all i ever seen,johnny paycheck,country,1971.0,violence,46.0,3t9m9ddMxd3ff1Z9TLbGNA,0.353,0.924,7.0,-9.765,1.0,0.0984,0.000788,0.893,0.69,0.321,142.912,audio_features,4IbtKnLEvJZRnLhaVT2Yic,spotify:track:4IbtKnLEvJZRnLhaVT2Yic,https://api.spotify.com/v1/tracks/4IbtKnLEvJZRnLhaVT2Yic,https://api.spotify.com/v1/audio-analysis/4IbtKnLEvJZRnLhaVT2Yic,839040.0,4.0
shooting hoops,g. love & special sauce,reggae,1994.0,obscene,102.0,0gsFtv4YvS6DQieNmc9Rc3,0.444,0.557,0.0,-5.476,1.0,0.0602,0.453,0.0,0.152,0.296,115.058,audio_features,5WI2ltQIdwgzf1SNE76JyR,spotify:track:5WI2ltQIdwgzf1SNE76JyR,https://api.spotify.com/v1/tracks/5WI2ltQIdwgzf1SNE76JyR,https://api.spotify.com/v1/audio-analysis/5WI2ltQIdwgzf1SNE76JyR,234910.0,4.0
